# Converted from ulughbeg.dat — Ulugh Beg (equinox 1437)
# Source: Verbunt & van Gent (2012) A&A 544 A31
# id_flag: 1=secure(nearest) 2=secure(not nearest) 3=probable 4=possible 5=unident 6=repeat
# Skipped: HIP=0 (unidentified) and id_flag=5 (not identified)
# hip;lat_deg;lon_deg;seq;cst;name;mag_ptolema;vmag_hip;id_flag;dist_arcmin
108917;65.7500;16.1667;81;=Cep;"7=Cep";5;4.3;1;6.9
112724;62.5000;25.0667;82;=Cep;"8=Cep";4;3.5;1;14.2
109857;60.0000;5.9167;83;=Cep;"9=Cep";5;4.2;2;21.4
109492;61.2500;7.0167;84;=Cep;"10=Cep";4;3.4;1;23.7
109556;61.7000;8.9167;85;=Cep;"11=Cep";6;5.1;1;21.4
107259;64.0000;2.1667;86;=Cep;"12a=Cep";5;4.2;1;11.5
110991;59.5000;9.4167;87;=Cep;"13a=Cep";4;4.1;1;14.0
69483;58.7500;171.9167;88;=Boo;"1=Boo";5;4.5;1;9.0
69713;58.8500;173.7167;89;=Boo;"2=Boo";5;4.8;1;16.6
70497;60.5500;175.0667;90;=Boo;"3=Boo";5;4.0;1;25.6
69732;54.7500;178.9167;91;=Boo;"4=Boo";5;4.2;1;7.9
71075;49.4000;189.9167;92;=Boo;"5=Boo";3;3.0;1;11.4
73555;54.4500;196.4167;93;=Boo;"6=Boo";4;3.5;1;15.8
74666;49.0000;205.2667;94;=Boo;"7=Boo";4;3.5;1;2.4
75411;53.4500;205.7667;95;=Boo;"8=Boo";4;4.3;1;16.9
76041;57.2500;205.0667;96;=Boo;"9=Boo";4;5.0;1;8.1
75312;46.4500;207.6167;97;=Boo;"10=Boo";5;5.0;2;69.4
75049;45.8000;208.5167;98;=Boo;"11=Boo";5;5.5;1;14.1
74087;41.7500;207.9167;99;=Boo;"12=Boo";5;5.7;1;41.1
73568;41.3500;206.7667;100;=Boo;"13=Boo";5;4.8;2;77.9
73745;42.8000;206.9167;101;=Boo;"14=Boo";5;4.5;2;66.1
73996;40.7000;207.4667;102;=Boo;"15=Boo";5;4.9;1;11.2
72105;40.8000;200.9667;103;=Boo;"16=Boo";3;2.3;1;35.1
71284;42.1500;196.2667;104;=Boo;"17=Boo";4;4.5;1;13.3
71053;42.0500;194.6667;105;=Boo;"18=Boo";4;3.6;1;27.6
71795;28.0000;205.3167;106;=Boo;"19=Boo";4;3.8;1;10.0
67927;28.0000;191.7167;107;=Boo;"20=Boo";3;2.7;1;17.7
67275;26.7500;190.0167;108;=Boo;"21=Boo";4;4.5;1;12.8
67459;25.0000;191.3167;109;=Boo;"22=Boo";4;4.1;1;13.6
69673;31.3000;196.5167;110;=Boo;"23a=Boo";1;-0.1;1;12.3
76267;44.5000;214.5667;111;=CrB;"1=CrB";2;2.2;1;11.0
75695;46.4000;211.6667;112;=CrB;"2=CrB";4;3.7;1;24.7
76127;48.3500;211.1667;113;=CrB;"3=CrB";4;4.1;1;21.5
77048;50.7500;213.6667;114;=CrB;"4=CrB";6;5.6;1;27.5
76952;44.4500;216.4667;115;=CrB;"5=CrB";4;3.8;1;24.0
77512;44.7000;218.7667;116;=CrB;"6=CrB";4;4.6;1;18.0
78159;46.0000;220.9167;117;=CrB;"7=CrB";4;4.1;1;15.7
