"hip";"lat";"lon"
35550;-0.35;10.7166666666667
145;-3;21.1666666666667
154;-6.2;21.4166666666667
301;-16.55;16.6666666666667
443;-6.2;22.2166666666667
677;25.35;6.46666666666667
746;50.8;28.0166666666667
910;-15.75;19.1666666666667
1067;12.4;1.36666666666667
1170;-19.3;18.4666666666667
1366;32.5;13.6166666666667
1473;30.75;13.3666666666667
1562;-10.5;23.9166666666667
1645;5.4;0.833333333333333
1686;31.5;14.6666666666667
2548;3;2.81666666666667
2599;51.7;5.41666666666667
2912;26.9;15.7666666666667
2920;43.75;28.4666666666667
3031;22.4;13.9166666666667
3092;24;14.4666666666667
3179;46;0.416666666666667
3419;-21;25.4166666666667
3693;17.3;13.4166666666667
3786;1.9;6.91666666666667
3821;46.5;3.16666666666667
3849;-17.2;28.6666666666667
3881;32.5;21.0166666666667
3885;20.5;15.6666666666667
3909;-15.35;28.6666666666667
4366;19.7;16.7166666666667
4371;-15.1;0.316666666666667
4427;48.5;6.41666666666667
4436;29.5;21.9666666666667
4463;15.6;15.1666666666667
4510;20.75;17.5666666666667
4906;1.2;10.5166666666667
5131;12.85;16.3166666666667
5310;11.9;16.4666666666667
5364;-16.7;4.66666666666667
5434;36;29.9166666666667
5447;25.6;23.2166666666667
5454;10.95;16.7666666666667
5542;44.5;3.61666666666667
5544;22.15;21.3666666666667
5571;12;17.1666666666667
5586;21.35;20.7666666666667
5737;-0.166666666666667;12.9166666666667
5742;14.75;19.4666666666667
5824;-1.65;12.3666666666667
6061;-4.9;12.9166666666667
6193;18;20.9166666666667
6242;44.8;7.76666666666667
6537;-16.25;8.91666666666667
6686;45.75;10.3166666666667
6706;8.6;20.1666666666667
6999;34.25;2.66666666666667
7007;-2.5;15.9166666666667
7097;5;19.7666666666667
7513;28.65;1.18333333333333
7535;1.8;20.0666666666667
7607;35;4.91666666666667
7719;31;2.86666666666667
7818;27.6;1.46666666666667
7884;-5;18.4166666666667
8068;36.5;6.91666666666667
8102;-25.5;10.9166666666667
8198;-2.2;20.4166666666667
8645;-21.15;14.6166666666667
8796;16.1;29.6666666666667
8832;6.6;26.2166666666667
8833;-8.75;19.8166666666667
8886;46.85;17.4166666666667
8903;7.85;27.1166666666667
9110;5.1;26.0166666666667
9347;-31;12.1166666666667
9487;-9.5;21.9166666666667
9640;27.6;6.51666666666667
9884;9.5;0.716666666666667
10064;20.25;5.16666666666667
10306;7.15;0.466666666666667
10324;-4.4;26.9166666666667
10644;19.2;6.11666666666667
10670;18.2;6.61666666666667
10732;5.6;0.966666666666667
11345;-25.7;22.6166666666667
11767;66.45;20.3166666666667
11783;-29.25;23.0666666666667
12332;5.75;6.91666666666667
12387;-14.7;0.366666666666667
12390;-26.25;26.4166666666667
12489;10.6;8.91666666666667
12706;-12.3;2.16666666666667
12719;10.9;9.66666666666667
12770;-28.85;26.7166666666667
12777;31.5;17.0666666666667
12828;-5;4.91666666666667
12828;-6.5;3.11666666666667
