# Converted from ptolema.dat — Ptolemaios (equinox -128)
# Source: Verbunt & van Gent (2012) A&A 544 A31
# id_flag: 1=secure(nearest) 2=secure(not nearest) 3=probable 4=possible 5=unident 6=repeat
# Skipped: HIP=0 (unidentified) and id_flag=5 (not identified)
# hip;lat_deg;lon_deg;seq;cst;name;mag_ptolema;vmag_hip;id_flag;dist_arcmin
116631;41.0000;349.6667;341;=And;"7=And";4;4.3;1;12.7
116805;42.0000;350.6667;342;=And;"8=And";4;4.2;1;20.2
116584;44.0000;352.1667;343;=And;"9=And";4;3.8;1;19.7
3693;17.5000;354.1667;344;=And;"10=And";4;4.1;1;19.4
4463;15.8333;355.6667;345;=And;"11=And";4;4.4;1;5.3
5447;26.3333;3.8333;346;=And;"12=And";3;2.1;1;30.2
4436;30.0000;1.8333;347;=And;"13=And";4;3.9;1;36.7
3881;32.5000;2.0000;348;=And;"14=And";4;4.5;1;19.9
9640;28.0000;16.8333;349;=And;"15=And";3;2.1;1;37.1
8068;37.3333;17.1667;350;=And;"16=And";4;4.0;1;50.9
7607;35.6667;15.1667;351;=And;"17=And";4;3.6;1;33.1
7513;29.0000;12.3333;352;=And;"18=And";4;4.1;1;18.9
7818;28.0000;12.0000;353;=And;"19=And";4;5.0;1;14.8
5434;35.5000;10.1667;354;=And;"20=And";5;4.3;1;48.7
6999;34.5000;12.6667;355;=And;"21=And";5;5.3;1;35.0
7719;32.5000;14.1667;356;=And;"22=And";5;5.0;1;75.9
113726;44.0000;341.6667;357;=And;"23=And";3;3.6;2;29.0
8796;16.5000;11.0000;358;=Tri;"1=Tri";3;3.4;1;56.0
10064;20.6667;16.0000;359;=Tri;"2=Tri";3;3.0;1;34.1
10644;19.6667;16.3333;360;=Tri;"3=Tri";4;4.8;1;14.5
10670;19.0000;16.8333;361;=Tri;"4=Tri";3;4.0;1;15.8
8832;7.3333;6.6667;362;=Ari;"1=Ari";3;3.9;1;27.6
8903;8.3333;7.6667;363;=Ari;"2=Ari";3;2.6;2;36.1
10306;7.6667;11.0000;364;=Ari;"3=Ari";5;5.2;1;26.0
10732;6.0000;11.5000;365;=Ari;"4=Ari";5;5.6;1;38.9
9110;5.5000;6.5000;366;=Ari;"5=Ari";5;5.1;1;12.4
12332;6.0000;17.6667;367;=Ari;"6=Ari";6;5.4;1;24.6
13914;4.8333;21.3333;368;=Ari;"7=Ari";5;4.6;1;54.7
14838;1.6667;23.8333;369;=Ari;"8=Ari";4;4.3;1;2.5
15110;2.5000;25.3333;370;=Ari;"9=Ari";4;4.9;1;20.2
15737;1.8333;27.0000;371;=Ari;"10=Ari";4;5.1;1;14.7
13654;1.5000;19.6667;372;=Ari;"11=Ari";5;5.8;1;21.4
13327;-1.5000;18.0000;373;=Ari;"12=Ari";5;5.5;1;1.8
12828;-5.2500;15.0000;374;=Ari;"13=Ari";4;4.3;1;27.6
9884;10.0000;10.6667;375;=Ari;"14a=Ari";3;2.0;1;5.9
13209;10.1667;21.6667;376;=Ari;"15a=Ari";4;3.6;1;22.9
13061;12.6667;21.3333;377;=Ari;"16a=Ari";5;4.5;1;18.9
12719;11.1667;19.6667;378;=Ari;"17a=Ari";5;4.7;1;23.5
12489;10.6667;19.1667;379;=Ari;"18a=Ari";5;5.3;1;4.7
16369;-6.0000;26.3333;380;=Tau;"1=Tau";4;4.1;1;20.9
16322;-7.2500;26.0000;381;=Tau;"2=Tau";4;5.1;1;26.4
16083;-8.5000;24.3333;382;=Tau;"3=Tau";4;3.7;1;46.9
15900;-9.2500;24.3333;383;=Tau;"4=Tau";4;3.6;1;16.5
17771;-9.5000;29.6667;384;=Tau;"5=Tau";5;5.1;1;58.2
18724;-8.0000;33.6667;385;=Tau;"6=Tau";3;3.4;1;12.3
19860;-12.6667;36.6667;386;=Tau;"7=Tau";4;4.3;1;14.8
18907;-14.8333;33.0000;387;=Tau;"8=Tau";4;3.9;1;8.5
21589;-10.0000;42.1667;388;=Tau;"9=Tau";4;4.3;1;38.7
21402;-13.0000;43.0000;389;=Tau;"10=Tau";4;4.3;2;91.9
20205;-5.7500;39.0000;390;=Tau;"11=Tau";3;3.7;1;16.8
20455;-4.2500;40.3333;391;=Tau;"12=Tau";3;3.8;2;26.6
20885;-5.8333;40.8333;392;=Tau;"13=Tau";3;3.8;1;12.5
21421;-5.1667;42.6667;393;=Tau;"14=Tau";1;0.9;1;29.1
20889;-3.0000;41.8333;394;=Tau;"15=Tau";3;3.5;1;23.9
22565;-4.0000;47.1667;395;=Tau;"16=Tau";4;5.1;1;23.3
23835;-5.0000;50.3333;396;=Tau;"17=Tau";5;4.9;1;31.0
23871;-3.5000;50.0000;397;=Tau;"18=Tau";5;5.3;2;70.6
26451;-2.5000;57.6667;398;=Tau;"19=Tau";3;3.0;1;12.5
21881;-0.2500;45.6667;399;=Tau;"20=Tau";4;4.3;1;49.3
25428;5.0000;55.6667;400;=Tau;"21=Tau";3;1.6;6;12.5
20711;0.5000;42.0000;401;=Tau;"22=Tau";5;4.3;2;36.1
20635;0.2500;41.6667;402;=Tau;"23=Tau";5;4.2;2;27.3
19038;0.6667;37.0000;403;=Tau;"24=Tau";5;4.4;2;37.8
19990;-1.0000;39.0000;404;=Tau;"25=Tau";6;4.9;1;10.7
19513;5.0000;38.5000;405;=Tau;"26=Tau";5;5.4;1;17.3
19205;7.3333;38.0000;406;=Tau;"27=Tau";5;5.2;1;34.2
20430;3.0000;42.0000;407;=Tau;"28=Tau";5;5.4;1;66.5
20250;5.0000;41.6667;408;=Tau;"29=Tau";5;5.0;1;51.4
17531;4.5000;32.1667;409;=Tau;"30=Tau";5;4.3;2;31.8
17499;3.6667;32.5000;410;=Tau;"31=Tau";5;3.7;2;18.5
17847;3.3333;33.6667;411;=Tau;"32=Tau";5;3.6;1;25.6
17954;5.0000;33.6667;412;=Tau;"33=Tau";4;5.2;1;24.6
16852;-17.5000;25.0000;413;=Tau;"34a=Tau";4;4.3;2;56.2
23497;-2.0000;50.0000;414;=Tau;"35a=Tau";5;4.6;1;34.6
24822;-1.7500;54.0000;415;=Tau;"36a=Tau";5;5.0;1;37.0
25539;-2.0000;56.0000;416;=Tau;"37a=Tau";5;4.9;1;36.0
25945;-6.3333;59.0000;417;=Tau;"38a=Tau";5;4.3;3;171.3
26777;-7.6667;59.0000;418;=Tau;"39a=Tau";5;4.8;1;42.4
26248;0.6667;57.0000;419;=Tau;"40a=Tau";5;5.4;1;31.5
26640;1.0000;59.0000;420;=Tau;"41a=Tau";5;5.2;1;81.4
27468;1.3333;61.0000;421;=Tau;"42a=Tau";5;4.9;1;37.1
27830;3.3333;62.3333;422;=Tau;"43a=Tau";5;4.6;1;55.5
28237;1.2500;63.3333;423;=Tau;"44a=Tau";5;4.8;1;72.2
36850;9.5000;83.3333;424;=Gem;"1=Gem";2;1.6;1;26.7
37826;6.2500;86.6667;425;=Gem;"2=Gem";2;1.2;1;16.1
33018;10.0000;76.6667;426;=Gem;"3=Gem";4;3.6;2;152.9
34693;7.3333;78.6667;427;=Gem;"4=Gem";4;4.4;1;13.2
36046;5.5000;82.0000;428;=Gem;"5=Gem";4;3.8;1;6.8
36962;4.8333;84.0000;429;=Gem;"6=Gem";4;4.1;1;28.4
37740;2.6667;86.6667;430;=Gem;"7=Gem";4;3.6;1;12.5
35846;2.6667;81.6667;431;=Gem;"8=Gem";5;5.0;1;18.8
36238;0.3333;83.1667;432;=Gem;"9=Gem";5;5.2;1;61.2
32246;1.5000;73.0000;433;=Gem;"10=Gem";3;3.1;1;18.1
34088;-2.5000;78.2500;434;=Gem;"11=Gem";3;4.0;1;15.0
35550;-0.5000;81.6667;435;=Gem;"12=Gem";3;3.5;1;4.6
35350;-6.0000;81.6667;436;=Gem;"13=Gem";3;3.6;1;15.9
29655;-1.5000;66.5000;437;=Gem;"14=Gem";4;3.3;1;20.6
30343;-1.2500;68.5000;438;=Gem;"15=Gem";4;2.9;1;15.4
30883;-3.5000;70.1667;439;=Gem;"16=Gem";4;4.1;1;19.2
31681;-7.5000;72.0000;440;=Gem;"17=Gem";3;1.9;1;33.3
32362;-10.5000;74.6667;441;=Gem;"18=Gem";4;3.3;1;22.6
28734;-0.6667;64.1667;442;=Gem;"19a=Gem";4;4.2;1;18.7
29696;5.8333;66.5000;443;=Gem;"20a=Gem";4;4.3;1;8.7
32921;-2.2500;75.1667;444;=Gem;"21a=Gem";5;5.3;1;51.5
37908;-1.3333;88.3333;445;=Gem;"22a=Gem";5;4.9;1;92.2
37300;-3.3333;86.3333;446;=Gem;"23a=Gem";5;5.0;1;48.0
36616;-4.5000;86.0000;447;=Gem;"24a=Gem";5;5.4;2;61.8
39177;-2.6667;90.6667;448;=Gem;"25a=Gem";4;5.6;3;83.8
41909;1.2500;97.6667;450;=Cnc;"2=Cnc";4;5.3;1;51.2
41822;-1.1667;98.0000;451;=Cnc;"3=Cnc";4;5.3;1;52.3
42806;2.6667;100.3333;452;=Cnc;"4=Cnc";4;4.7;1;28.8
42911;-0.1667;101.3333;453;=Cnc;"5=Cnc";4;3.9;1;28.7
44066;-5.5000;106.5000;454;=Cnc;"6=Cnc";4;4.3;1;18.8
43103;11.8333;98.3333;455;=Cnc;"7=Cnc";4;4.0;1;115.3
39780;1.0000;92.6667;456;=Cnc;"8=Cnc";5;5.3;1;11.3
40526;-7.5000;97.1667;457;=Cnc;"9=Cnc";4;3.5;2;179.7
45410;-2.3333;109.6667;458;=Cnc;"10a=Cnc";4;5.4;1;72.5
44798;-5.6667;111.1667;459;=Cnc;"11a=Cnc";4;5.2;1;112.3
44405;7.2500;104.0000;460;=Cnc;"12a=Cnc";5;5.4;1;12.2
44946;4.8333;107.0000;461;=Cnc;"13a=Cnc";5;5.2;1;48.7
46146;10.0000;108.3333;462;=Leo;"1=Leo";4;4.5;1;15.7
46750;7.5000;111.1667;463;=Leo;"2=Leo";4;4.3;1;19.2
48455;12.0000;114.3333;464;=Leo;"3=Leo";3;3.9;1;20.8
47908;9.5000;114.1667;465;=Leo;"4=Leo";3;3.0;1;23.0
50335;11.0000;120.1667;466;=Leo;"5=Leo";3;3.4;1;49.6
50583;8.5000;122.1667;467;=Leo;"6=Leo";2;2.0;1;20.8
49583;4.5000;120.6667;468;=Leo;"7=Leo";3;3.5;1;22.6
49669;0.1667;122.5000;469;=Leo;"8=Leo";1;1.4;1;35.6
49637;-1.8333;123.5000;470;=Leo;"9=Leo";4;4.4;1;19.8
48883;-0.2500;120.0000;471;=Leo;"10=Leo";5;5.3;1;28.0
47723;0.0000;117.3333;472;=Leo;"11=Leo";5;5.4;1;47.1
46771;-3.6667;114.1667;473;=Leo;"12=Leo";5;5.0;1;44.0
47508;-4.1667;117.3333;474;=Leo;"13=Leo";4;3.5;1;18.4
49029;-4.2500;122.5000;475;=Leo;"14=Leo";4;4.7;1;13.4
51624;-0.1667;129.1667;476;=Leo;"15=Leo";4;3.8;1;22.5
51585;4.0000;127.0000;477;=Leo;"16=Leo";6;5.4;1;43.2
52689;5.3333;130.3333;478;=Leo;"17=Leo";6;5.5;1;42.0
52911;2.3333;132.1667;479;=Leo;"18=Leo";6;5.3;1;42.6
53954;12.2500;131.3333;480;=Leo;"19=Leo";6;4.4;1;46.5
54872;13.6667;134.1667;481;=Leo;"20=Leo";2;2.6;1;36.9
55765;11.1667;134.3333;482;=Leo;"21=Leo";5;5.6;3;256.6
54879;9.6667;136.3333;483;=Leo;"22=Leo";3;3.3;1;8.7
55642;5.8333;140.3333;484;=Leo;"23=Leo";3;4.0;1;17.7
55434;1.2500;141.6667;485;=Leo;"24=Leo";4;4.1;1;27.1
55945;-0.8333;144.6667;486;=Leo;"25=Leo";4;4.9;1;15.0
56647;-3.1667;147.5000;487;=Leo;"26=Leo";5;4.3;1;39.2
57632;11.8333;144.5000;488;=Leo;"27=Leo";1;2.1;2;41.5
52457;13.3333;126.0000;489;=Leo;"28a=Leo";5;5.1;1;46.4
53417;15.5000;128.1667;490;=Leo;"29a=Leo";5;4.3;1;58.9
54182;1.1667;137.5000;491;=Leo;"30a=Leo";4;4.6;1;20.3
53824;-0.5000;137.1667;492;=Leo;"31a=Leo";5;5.0;1;14.6
53807;-2.6667;138.0000;493;=Leo;"32a=Leo";5;4.8;1;4.9
60742;30.0000;144.8333;494;=Leo;"33a=Leo";7;4.3;2;141.5
59847;25.0000;144.3333;495;=Leo;"34a=Leo";7;4.9;2;155.7
61394;25.5000;148.5000;496;=Leo;"35a=Leo";7;4.8;2;181.0
57380;4.2500;146.3333;497;=Vir;"1=Vir";5;4.0;1;57.0
57328;5.6667;146.0000;498;=Vir;"2=Vir";5;4.8;1;32.7
58948;8.0000;150.6667;499;=Vir;"3=Vir";5;4.1;1;34.4
58590;5.5000;150.5000;500;=Vir;"4=Vir";5;4.7;1;40.0
57757;0.1667;149.0000;501;=Vir;"5=Vir";3;3.6;1;55.3
60129;1.1667;158.2500;502;=Vir;"6=Vir";3;3.9;1;23.8
61941;2.8333;163.1667;503;=Vir;"7=Vir";3;2.7;1;25.0
63494;2.8333;167.5000;504;=Vir;"8=Vir";5;6.0;1;51.1
64238;1.6667;171.0000;505;=Vir;"9=Vir";4;4.4;1;22.8
63090;8.5000;164.3333;506;=Vir;"10=Vir";3;3.4;1;31.1
61960;13.5000;158.1667;507;=Vir;"11=Vir";5;4.9;1;18.5
62267;11.6667;160.1667;508;=Vir;"12=Vir";6;5.2;1;21.1
63608;15.1667;162.1667;509;=Vir;"13=Vir";3;2.8;1;87.5
65474;-2.0000;176.6667;510;=Vir;"14=Vir";1;1.0;1;18.1
66249;8.6667;174.8333;511;=Vir;"15=Vir";3;3.4;1;31.3
66006;3.3333;176.3333;512;=Vir;"16=Vir";5;4.7;1;22.8
66098;0.1667;177.2500;513;=Vir;"17=Vir";6;5.2;1;71.2
66803;1.5000;180.0000;514;=Vir;"18=Vir";4;5.0;1;22.0
65581;-3.0000;178.0000;515;=Vir;"19=Vir";5;5.3;1;12.3
67172;-1.5000;181.6667;516;=Vir;"20=Vir";5;5.5;1;32.1
67929;8.5000;178.0000;517;=Vir;"21=Vir";5;5.2;1;154.6
69701;7.5000;186.6667;518;=Vir;"22=Vir";4;4.1;1;9.2
69427;2.6667;187.3333;519;=Vir;"23=Vir";4;4.2;1;25.1
70755;11.6667;188.3333;520;=Vir;"24=Vir";4;4.8;1;22.2
69974;0.5000;190.0000;521;=Vir;"25=Vir";4;4.5;1;9.4
71957;9.8333;192.6667;522;=Vir;"26=Vir";4;3.9;1;25.9
61740;-3.5000;164.6667;523;=Vir;"27a=Vir";5;4.7;1;38.4
62985;-3.5000;169.0000;524;=Vir;"28a=Vir";5;4.8;1;21.0
64078;-3.3333;172.2500;525;=Vir;"29a=Vir";5;5.2;1;36.7
64407;-7.1667;177.1667;526;=Vir;"30a=Vir";6;5.0;1;87.9
64924;-8.3333;178.1667;527;=Vir;"31a=Vir";5;4.7;1;19.1
67494;-7.8333;185.0000;528;=Vir;"32a=Vir";6;5.0;1;98.7
72622;0.6667;198.0000;529;=Lib;"1=Lib";2;2.8;1;13.9
72489;2.5000;197.0000;530;=Lib;"2=Lib";5;5.3;1;22.7
74785;8.8333;202.1667;531;=Lib;"3=Lib";2;2.6;1;19.8
73473;8.5000;197.6667;532;=Lib;"4=Lib";5;4.9;1;42.4
74392;-1.6667;204.0000;533;=Lib;"5=Lib";4;4.5;1;7.8
73945;1.2500;201.3333;534;=Lib;"6=Lib";4;5.2;1;34.1
76333;4.7500;207.8333;535;=Lib;"7=Lib";4;3.9;1;22.4
77853;3.5000;213.0000;536;=Lib;"8=Lib";4;4.1;1;9.2
76219;9.0000;206.1667;537;=Lib;"9a=Lib";5;4.6;1;25.6
78207;6.6667;213.6667;538;=Lib;"10a=Lib";4;4.9;1;22.5
78727;9.2500;214.3333;539;=Lib;"11a=Lib";4;4.2;1;14.0
77811;0.5000;213.5000;540;=Lib;"12a=Lib";6;5.0;1;10.2
76880;0.3333;210.6667;541;=Lib;"13a=Lib";5;4.8;1;11.5
76742;-1.5000;211.1667;542;=Lib;"14a=Lib";4;5.0;3;144.3
73714;-7.5000;203.0000;543;=Lib;"15a=Lib";3;3.3;1;50.1
76470;-8.5000;211.1667;544;=Lib;"16a=Lib";4;3.6;2;36.2
76600;-9.6667;212.0000;545;=Lib;"17a=Lib";4;3.7;1;28.6
78820;1.3333;216.3333;546;=Sco;"1=Sco";3;2.6;1;4.8
78401;-1.6667;215.6667;547;=Sco;"2=Sco";3;2.3;1;2.8
78265;-5.0000;215.6667;548;=Sco;"3=Sco";3;2.9;1;25.8
78104;-7.8333;216.0000;549;=Sco;"4=Sco";3;3.9;1;33.6
79374;1.6667;217.0000;550;=Sco;"5=Sco";4;4.0;1;46.2
78933;0.5000;216.3333;551;=Sco;"6=Sco";4;3.9;1;25.7
80112;-3.7500;220.6667;552;=Sco;"7=Sco";3;2.9;1;14.0
80763;-4.0000;222.6667;553;=Sco;"8=Sco";2;1.1;1;21.0
81266;-5.5000;224.5000;554;=Sco;"9=Sco";3;2.8;1;20.6
79404;-6.5000;219.3333;555;=Sco;"10=Sco";5;4.6;1;5.7
79881;-6.6667;220.6667;556;=Sco;"11=Sco";5;4.8;1;10.8
82396;-11.0000;228.5000;557;=Sco;"12=Sco";3;2.3;1;23.5
82514;-15.0000;228.8333;558;=Sco;"13=Sco";3;3.0;1;26.4
82729;-18.0000;230.0000;559;=Sco;"14=Sco";4;3.6;2;77.2
82671;-18.6667;230.1667;560;=Sco;"15=Sco";4;4.7;2;43.0
84143;-19.5000;233.1667;561;=Sco;"16=Sco";3;3.3;1;39.5
86228;-18.8333;238.1667;562;=Sco;"17=Sco";3;1.9;1;43.6
87073;-16.6667;240.5000;563;=Sco;"18=Sco";3;3.0;1;15.7
86670;-15.1667;239.0000;564;=Sco;"19=Sco";3;2.4;1;34.6
85927;-13.3333;237.5000;565;=Sco;"20=Sco";3;1.6;1;14.4
85696;-13.5000;237.0000;566;=Sco;"21=Sco";4;2.7;1;14.2
87261;-13.2500;241.1667;567;=Sco;"22a=Sco";9;3.2;1;12.4
85423;-6.1667;235.5000;568;=Sco;"23a=Sco";5;4.3;1;28.2
87072;-4.1667;239.5000;569;=Sco;"24a=Sco";5;4.5;1;50.0
88635;-6.5000;244.5000;570;=Sgr;"1=Sgr";3;3.0;1;9.2
89931;-6.5000;247.6667;571;=Sgr;"2=Sgr";3;2.7;1;19.5
90185;-10.8333;248.0000;572;=Sgr;"3=Sgr";3;1.8;1;13.8
90496;-1.5000;249.0000;573;=Sgr;"4=Sgr";3;2.8;1;30.1
89341;2.8333;246.6667;574;=Sgr;"5=Sgr";4;3.8;2;25.2
92855;-3.1667;255.3333;575;=Sgr;"6=Sgr";3;2.0;1;8.1
92041;-3.5000;253.0000;576;=Sgr;"7=Sgr";4;3.2;1;17.6
92761;0.7500;255.1667;577;=Sgr;"8=Sgr";9;4.9;1;32.0
93085;2.1667;255.6667;578;=Sgr;"9=Sgr";4;3.5;2;53.0
93683;1.5000;257.6667;579;=Sgr;"10=Sgr";4;3.8;1;30.0
94141;2.0000;259.1667;580;=Sgr;"11=Sgr";4;2.9;1;19.5
94820;2.8333;261.3333;581;=Sgr;"12=Sgr";5;4.9;1;42.5
95168;4.5000;262.3333;582;=Sgr;"13=Sgr";4;3.9;1;13.7
95176;6.5000;262.8333;583;=Sgr;"14=Sgr";4;4.5;1;8.1
96808;5.5000;265.6667;584;=Sgr;"15=Sgr";6;5.3;1;96.1
97063;5.8333;269.5000;585;=Sgr;"16=Sgr";5;5.5;4;87.6
97290;2.0000;267.6667;586;=Sgr;"17=Sgr";6;4.9;1;31.5
95477;-1.8333;262.6667;587;=Sgr;"18=Sgr";5;5.0;2;27.0
96465;-2.8333;264.8333;588;=Sgr;"19=Sgr";4;4.6;2;9.3
94643;-2.5000;260.0000;589;=Sgr;"20=Sgr";5;4.9;1;10.3
93864;-4.5000;257.6667;590;=Sgr;"21=Sgr";4;3.3;1;20.6
93506;-6.7500;256.3333;591;=Sgr;"22=Sgr";3;2.6;1;25.3
95241;-23.0000;257.6667;592;=Sgr;"23=Sgr";2;4.0;2;94.1
95347;-18.0000;257.0000;593;=Sgr;"24=Sgr";2;4.0;2;153.5
89642;-13.0000;246.6667;594;=Sgr;"25=Sgr";3;3.1;1;7.5
98412;-13.5000;267.3333;595;=Sgr;"26=Sgr";3;4.4;2;50.6
98032;-20.1667;266.8333;596;=Sgr;"27=Sgr";3;4.1;1;72.0
98066;-4.8333;267.6667;597;=Sgr;"28=Sgr";5;4.7;1;71.1
98353;-4.8333;268.8333;598;=Sgr;"29=Sgr";5;4.8;2;51.9
98162;-5.8333;268.8333;599;=Sgr;"30=Sgr";5;4.5;1;16.7
98688;-6.5000;269.6667;600;=Sgr;"31=Sgr";5;4.4;1;34.5
100064;7.3333;277.3333;601;=Cap;"1=Cap";3;3.6;1;25.8
100310;6.6667;277.6667;602;=Cap;"2=Cap";6;4.8;1;12.1
100345;5.0000;277.3333;603;=Cap;"3=Cap";3;3.0;1;16.7
99572;8.0000;275.0000;604;=Cap;"4=Cap";6;5.8;1;41.2
101123;0.7500;279.0000;605;=Cap;"5=Cap";6;5.9;1;41.9
100881;1.7500;278.6667;606;=Cap;"6=Cap";6;5.1;2;63.5
101027;1.5000;278.8333;607;=Cap;"7=Cap";6;4.8;1;34.1
100195;0.6667;276.1667;608;=Cap;"8=Cap";5;5.3;1;24.2
101923;3.8333;281.6667;609;=Cap;"9=Cap";6;5.2;1;22.1
101984;0.8333;281.8333;610;=Cap;"10=Cap";5;5.2;1;67.8
102978;-8.6667;281.6667;611;=Cap;"11=Cap";4;4.1;2;38.2
102485;-6.5000;280.8333;612;=Cap;"12=Cap";4;4.1;1;35.5
104234;-7.6667;286.6667;613;=Cap;"13=Cap";4;4.5;1;104.0
105881;-6.8333;290.1667;614;=Cap;"14=Cap";4;3.8;1;10.1
106039;-6.0000;290.3333;615;=Cap;"15=Cap";5;4.5;2;25.4
104963;-4.2500;288.5000;616;=Cap;"16=Cap";5;5.2;1;24.8
104365;-4.0000;286.6667;617;=Cap;"17=Cap";5;5.3;1;26.4
104019;-2.8333;286.6667;618;=Cap;"18=Cap";5;4.8;1;49.4
104139;-0.0000;286.6667;619;=Cap;"19=Cap";4;4.1;1;24.3
105515;-0.8333;291.0000;620;=Cap;"20=Cap";4;4.3;1;25.4
106723;-4.7500;293.3333;621;=Cap;"21=Cap";4;4.5;1;5.0
107188;-4.5000;295.0000;622;=Cap;"22=Cap";4;4.7;1;23.1
106985;-2.1667;294.8333;623;=Cap;"23=Cap";3;3.7;1;10.7
107556;-2.0000;296.3333;624;=Cap;"24=Cap";3;2.8;1;17.7
107095;0.3333;296.8333;625;=Cap;"25=Cap";4;5.2;1;40.4
108036;0.0000;298.6667;626;=Cap;"26=Cap";5;5.1;1;28.5
107517;2.8333;297.6667;627;=Cap;"27=Cap";5;5.6;1;50.7
107382;4.3333;298.6667;628;=Cap;"28=Cap";5;5.1;1;9.4
106944;15.7500;300.3333;629;=Aqr;"1=Aqr";5;5.1;1;48.7
109074;11.0000;306.3333;630;=Aqr;"2=Aqr";3;3.0;1;15.0
108874;9.6667;305.1667;631;=Aqr;"3=Aqr";5;4.7;1;21.9
106278;8.8333;296.5000;632;=Aqr;"4=Aqr";3;2.9;1;2.6
106786;6.2500;297.3333;633;=Aqr;"5=Aqr";5;4.7;1;11.0
104459;5.5000;287.6667;634;=Aqr;"6=Aqr";3;4.5;1;111.2
103045;8.0000;286.1667;635;=Aqr;"7=Aqr";4;4.7;1;28.4
102618;8.6667;284.6667;636;=Aqr;"8=Aqr";3;3.8;1;23.1
110395;8.7500;309.5000;637;=Aqr;"9=Aqr";3;3.9;1;27.8
110672;10.7500;311.6667;638;=Aqr;"10=Aqr";3;4.8;1;10.9
110960;9.0000;312.0000;639;=Aqr;"11=Aqr";3;3.7;1;4.8
111497;8.5000;313.3333;640;=Aqr;"12=Aqr";3;4.0;1;15.7
110003;3.0000;306.1667;641;=Aqr;"13=Aqr";4;4.2;1;11.3
110273;3.1667;307.0000;642;=Aqr;"14=Aqr";5;5.3;1;40.8
111123;-0.8333;308.6667;643;=Aqr;"15=Aqr";4;4.8;1;19.4
109139;-1.6667;301.6667;644;=Aqr;"16=Aqr";4;4.3;1;15.5
109472;0.2500;303.1667;645;=Aqr;"17=Aqr";6;5.4;1;33.2
113136;-7.5000;311.6667;646;=Aqr;"18=Aqr";3;3.3;1;39.1
112716;-5.0000;311.3333;647;=Aqr;"19=Aqr";4;4.1;1;38.5
110778;-5.6667;304.6667;648;=Aqr;"20=Aqr";5;5.6;1;50.0
112529;-10.0000;308.3333;649;=Aqr;"21=Aqr";5;5.2;2;62.1
112211;-9.0000;307.8333;650;=Aqr;"22=Aqr";5;4.7;1;57.1
111710;2.0000;315.0000;651;=Aqr;"23=Aqr";4;5.0;3;198.1
112961;0.1667;314.8333;652;=Aqr;"24=Aqr";4;3.7;1;30.8
113996;-1.1667;317.6667;653;=Aqr;"25=Aqr";4;5.4;1;29.2
114724;-0.5000;320.0000;654;=Aqr;"26=Aqr";4;4.2;1;26.7
114939;-1.6667;320.5000;655;=Aqr;"27=Aqr";4;4.9;2;69.7
114855;-3.5000;319.0000;656;=Aqr;"28=Aqr";4;4.2;1;23.1
115033;-4.1667;319.8333;657;=Aqr;"29=Aqr";4;4.4;1;3.6
116591;-8.2500;320.8333;658;=Aqr;"30=Aqr";5;5.7;1;140.4
116758;-11.0000;322.6667;659;=Aqr;"31=Aqr";5;5.0;1;3.6
116971;-10.8333;323.1667;660;=Aqr;"32=Aqr";5;4.5;2;40.7
116901;-14.0000;321.6667;661;=Aqr;"33=Aqr";5;4.8;1;27.4
117089;-14.7500;322.1667;662;=Aqr;"34=Aqr";5;5.2;1;24.5
117629;-15.6667;323.1667;663;=Aqr;"35=Aqr";5;5.2;1;44.1
115438;-14.1667;317.0000;664;=Aqr;"36=Aqr";4;4.0;1;39.9
116247;-15.7500;318.3333;665;=Aqr;"37=Aqr";4;4.7;1;42.2
115669;-15.0000;317.5000;666;=Aqr;"38=Aqr";4;4.4;1;41.9
114119;-14.7500;311.8333;667;=Aqr;"39=Aqr";4;4.5;2;107.3
114375;-15.3333;312.3333;668;=Aqr;"40=Aqr";4;4.7;1;21.5
114341;-14.0000;313.1667;669;=Aqr;"41=Aqr";4;3.7;1;25.7
113368;-20.3333;307.0000;670;=Aqr;"42=Aqr";1;1.2;1;34.7
301;-15.5000;326.6667;671;=Aqr;"43a=Aqr";4;4.6;2;42.0
910;-14.6667;329.6667;672;=Aqr;"44a=Aqr";4;4.9;1;32.0
1170;-18.2500;329.0000;673;=Aqr;"45a=Aqr";4;4.4;1;37.1
113889;9.2500;321.6667;674;=Psc;"1=Psc";4;4.5;1;8.4
114971;7.5000;324.1667;675;=Psc;"2=Psc";4;3.7;1;2.0
115227;9.3333;326.0000;676;=Psc;"3=Psc";4;5.1;1;23.9
115830;9.5000;328.1667;677;=Psc;"4=Psc";4;4.3;1;30.3
116771;7.5000;330.6667;678;=Psc;"5=Psc";4;4.1;1;0.5
115738;4.5000;326.0000;679;=Psc;"6=Psc";4;4.9;1;2.4
116928;3.5000;329.6667;680;=Psc;"7=Psc";4;4.5;1;8.1
118268;6.3333;336.0000;681;=Psc;"8=Psc";4;4.0;1;21.9
1645;5.7500;341.0000;682;=Psc;"9=Psc";6;5.4;1;20.2
2548;3.7500;343.0000;683;=Psc;"10=Psc";6;5.7;1;39.8
3786;2.2500;347.1667;684;=Psc;"11=Psc";4;4.4;1;6.4
4906;1.1667;350.5000;685;=Psc;"12=Psc";4;4.3;1;14.8
5737;-0.1667;353.0000;686;=Psc;"13=Psc";4;5.2;1;7.7
