 355   0   20  1 =UMi 20  3 26 30.  63 55.  B 6   37391  1  1 1  5.1   47.8   -7.8   22.5
 356 314   21  2 =UMa  1  4 17 36.5 40 02.5 B 4   41704  1  1 1  3.3  -11.3   10.3   13.4
 357 315   22  2 =UMa  2  4 17 10.  43 55.5 B 4   42527  1  1 1  4.6    3.9    3.4    4.4
 358 316   23  2 =UMa  3  4 16 08.  44 22.  B 5   42080  1  1 4  5.5   -5.5   10.5   11.2
 359 317   24  2 =UMa  4  4 18 25.  47 50.5 B 4   44390  1  1 1  4.7   -2.3    3.8    4.1
 360 318   25  2 =UMa  5  4 19 44.5 47 44.5 B 4   45038  1  1 1  4.8   -2.6    3.1    3.5
 361 319   26  2 =UMa  6  4 24 42.5 51 36.5 B 5   46977  4  1 1  4.5 -238.0  -24.5  150.5
 362 320   27  2 =UMa  7  4 23 50.  42 30.  B 5   45333  1  1 1  5.2   -8.7   17.5   18.6
 363 321   28  2 =UMa  8  4 25 02.  45 03.  B 4   46733  4  1 1  3.7   10.6    4.1    8.5
 364 322   29  2 =UMa  9  4 28 00.  46 21.5 B 5.         5  3 4  0.0    0.0    0.0    0.0
 365 323   30  2 =UMa 10  5 00 38.  42 36.  B 4   48319  1  1 1  3.8    3.8    2.5    3.8
 366 324   31  2 =UMa 11  5 03 38.5 38 15.5 B 4:  48402  1  1 1  4.6    6.7   -2.2    5.7
 367 325   32  2 =UMa 12  5 00 32.5 34 34.5 B 3.  46853  1  1 1  3.2   73.1   22.6   64.2
 368 326   33  2 =UMa 13  4 25 56.  29 15.5 B 3.  44127  1  1 1  3.1   79.4   18.8   71.7
 369 327   34  2 =UMa 14  4 27 10.  28 38.  B 3.  44471  2  1 1  3.6   71.1   18.7   65.1
 370 328   35  2 =UMa 15  4 27 07.  33 30.  B 5   44901  1  1 1  4.5   25.6   -4.7   21.9
 371 329   36  2 =UMa 16  4 27 26.  36 06.  B 5   45493  1  1 1  4.8   16.9   -2.5   13.9
 372 330   37  2 =UMa 17  5 09 34.  49 40.  B 2   54061  1  1 1  1.8    1.8   -0.5    1.3
 373 331   38  2 =UMa 18  5 13 43.5 45 03.5 B 2   53910  1  1 1  2.3    5.4    2.1    4.4
 374 332   39  2 =UMa 19  5 25 25.5 51 37.  B 2   59774  1  1 1  3.3   -0.1    0.6    0.6
 375 333   40  2 =UMa 20  5 24 45.  47 06.5 B 2   58001  1  1 1  2.4    5.6    0.2    3.8
 376 334   41  2 =UMa 21  5 13 56.5 29 51.5 B 4:  50372  1  1 1  3.5    2.0    0.5    1.8
 377 335   42  2 =UMa 22  5 15 04.5 28 45.  B 4:  50801  1  1 1  3.1   34.7   13.1   33.1
 378 336   43  2 =UMa 23  5 22 33.  35 14.  B 4   54539  1  1 1  3.0   40.0   17.2   36.9
 379 337   44  2 =UMa 24  6 00 55.  26 14.  B 4:  55219  1  1 1  3.5    8.9   -5.4    9.6
 380 338   45  2 =UMa 25  6 01 36.  24 54.  B 4:  55203  1  1 1  3.8    9.0  -11.4   14.0
 381 339   46  2 =UMa 26  6 03 10.  54 18.  B 2.  62956  1  1 1  1.8    6.7   -0.2    3.9
 382 340   47  2 =UMa 27  6 09 56.5 56 22.  B 2   65378  1  1 1  2.2    5.5   -0.3    3.0
 383 341   48  2 =UMa 28  6 21 12.  54 25.  B 2   67301  1  1 1  1.9    6.5   -1.1    3.9
 384 342   49  2 =UMa 29  6 17 43.5 40 06.  B 2   63125  1  1 4  2.9   75.7    1.7   57.9
 385   0   50  2 =UMa 30  5 28 10.  41 30.  B 4   57399  1  1 1  3.7   -5.9    1.8    4.8
 386   0   51  2 =UMa 31  5 21 02.  33 01.  B 5   53295  1  1 1  4.7   -7.0    1.2    6.0
 387   0   52  2 =UMa 32  5 06 17.  17 55.  B 3   45860  1  1 1  3.1    0.2    1.0    1.1
 388   0   53  2 =UMa 33  5 08 10.  20 42.  B 4   46952  1  1 1  4.5    4.1    0.8    3.9
 389   0   54  2 =UMa 34  5 05 00.  20 05.  B 4   45688  1  1 1  3.8   -0.8   -0.3    0.8
 390   0   55  2 =UMa 35  5 01 57.  20 51.  B 4   44700  1  1 1  4.6    0.9    0.4    0.9
 391   0   56  2 =UMa 36  4 29 42.  23 41.  B 4   44248  1  1 1  4.0    2.4    1.8    2.8
 392   0   57  2 =UMa 37  5 14 12.  21 53.  B 4   49593  1  1 1  4.5   73.0   11.1   68.6
 393   0   58  2 =UMa 38  5 18 55.  25 04.  B 4   51233  1  1 1  4.2    2.5   -0.7    2.4
 394   0   59  2 =UMa 39  5 19 57.  24 50.  B 3   51685  2  1 4  5.6   54.9  -54.1   73.7
 395   0   60  2 =UMa 40  5 23 22.  21 28.  B 3   52098  1  1 1  4.7   -6.5    8.6   10.6
