35550;-0.5;81.67
69673;31.5;177.0
49669;0.17;122.5
65474;-2.0;176.67
24608;22.5;55.0
91262;62.0;257.33
37279;-16.17;89.17
80763;-4.0;222.67
42911;-0.17;101.33
