 226 12 =Aur  7    2 22 00  20 40 B  4b  23416 1 1  3.0   -2.9    0.1    2.7
 227 12 =Aur  8    2 22 10  18 00 B  4b  23767 1 1  3.2   22.3    2.9   21.4
 228 12 =Aur  9    2 22 00  18 00 B  4   23453 1 1  3.7  -15.8   -3.7   15.5
 229 12 =Aur 10    2 19 50  10 10 B  3f  23015 1 1  2.7   -5.6    1.5    5.7
 230 12 =Aur 11    2 25 40  05 00 B  3b  25428 1 1  1.6   -0.4   12.5   12.5
 231 12 =Aur 12    2 26 00  08 30 B  5   25984 2 1  4.7   75.5    6.7   75.0
 232 12 =Aur 13    2 26 20  12 10 B  5   25541 1 1  5.1   -1.6  -71.8   71.8
 233 12 =Aur 14    2 20 40  10 20 B  6       0 5 3  0.0    0.0    0.0    0.0
 234 13 =Oph  1    8 24 50  36 00 B  3b  86032 1 1  2.1   35.3   14.6   32.0
 235 13 =Oph  2    8 28 00  27 15 B  4b  86742 1 1  2.8   26.7   52.7   57.7
 236 13 =Oph  3    8 29 00  26 30 B  4   87108 1 1  3.8   43.7   -3.7   39.3
 237 13 =Oph  4    8 13 20  33 00 B  4   82673 1 1  4.4   22.4  -12.4   22.5
 238 13 =Oph  5    8 14 40  31 50 B  4   83000 1 1  3.2   23.5   17.9   26.8
 239 13 =Oph  6    8 08 20  24 30 B  4   80883 1 1  3.8   18.7  -38.5   42.1
 240 13 =Oph  7    8 05 00  17 00 B  3   79593 1 1  2.7   21.7   34.7   40.5
 241 13 =Oph  8    8 06 00  16 30 B  3   79882 1 1  3.2   31.0    9.6   31.2
 242 13 =Oph  9    8 26 40  15 00 B  4   86284 1 1  4.6   44.3   30.3   52.4
 243 13 =Oph 10    9 02 20  13 40 B  4f  88048 1 1  3.3   30.9   21.0   36.6
 244 13 =Oph 11    9 03 20  14 20 B  4   88404 2 1  4.8   32.3   73.7   80.0
 245 13 =Oph 12    8 21 10  07 30 B  3   84012 1 1  2.4   -8.1   -5.1    9.5
 246 13 =Oph 13    8 23 40  02 15 B  4b  84893 1 1  4.4    9.8    9.5   13.7
 247 13 =Oph 14    8 23 00  02 15 A  4   84405 1 1  4.3   20.0  -19.6   28.0
 248 13 =Oph 15    8 24 20  01 30 A  4b  84970 1 1  3.3    9.4   -3.0    9.9
 249 13 =Oph 16    8 25 00  00 20 A  4   85340 1 1  4.2   25.2  -16.6   30.2
 250 13 =Oph 17    8 25 50  00 15 A  5   85755 2 1  4.8   43.5   -8.4   44.3
 251 13 =Oph 18    8 27 10  01 00 B  5   86736 3 3  4.9  127.7   60.6  141.3
 252 13 =Oph 19    8 12 10  11 50 B  3   81377 1 1  2.5    7.6  -11.7   13.8
 253 13 =Oph 20    8 11 40  05 20 B  5b  80894 1 1  4.3    6.1    9.1   11.0
 254 13 =Oph 21    8 10 40  03 10 B  5   80569 1 1  4.2   23.8   19.9   31.0
 255 13 =Oph 22    8 09 50  01 40 B  5b  80343 1 1  4.5   48.7   10.6   49.8
 256 13 =Oph 23    8 12 20  00 40 B  5   80975 1 1  4.4   22.5    0.5   22.5
 257 13 =Oph 24    8 10 40  00 45 A  4   80473 1 1  4.6   51.8  -43.8   67.9
 258 13 =Oph 25a   9 02 00  28 10 B  4   88149 1 1  4.8   69.8   -4.1   61.7
 259 13 =Oph 26a   9 02 40  26 20 B  4   88192 1 1  3.9   36.2   19.5   37.8
 260 13 =Oph 27a   9 03 00  25 00 B  4   88290 1 1  4.4   33.8    2.0   30.7
 261 13 =Oph 28a   9 03 40  27 00 B  4   88601 2 1  4.0   51.9  -13.0   48.1
 262 13 =Oph 29a   9 04 40  33 00 B  4   88771 1 1  3.7   38.0   13.4   34.5
 263 14 =Ser  1    7 18 50  38 00 B  4   76852 1 1  4.5   78.9   20.8   65.4
 264 14 =Ser  2    7 21 40  40 00 B  4   77661 1 1  4.7   49.7   12.9   40.2
 265 14 =Ser  3    7 24 20  36 00 B  3   78072 1 1  3.8   57.6    6.4   47.0
 266 14 =Ser  4    7 22 00  34 15 B  3   77233 1 1  3.7   51.5   18.3   46.2
 267 14 =Ser  5    7 21 20  37 15 B  4   77450 2 1  4.1   84.7    8.1   67.9
 268 14 =Ser  6    7 23 10  42 30 B  4   78554 1 1  4.8  113.9    9.6   84.4
 269 14 =Ser  7    7 21 40  29 15 B  3   76276 1 1  3.8  -17.5   -8.9   17.7
 270 14 =Ser  8    7 24 50  26 30 B  4   77257 1 1  4.4   42.4   20.1   42.9
 271 14 =Ser  9    7 24 20  25 20 B  3   77070 1 1  2.6   40.2   21.1   42.0
 272 14 =Ser 10    7 26 20  24 00 B  3   77622 1 1  3.7   56.5   10.9   52.8
 273 14 =Ser 11    7 28 50  16 30 B  4   77516 1 1  3.5   12.2    0.0   11.7
 274 14 =Ser 12    8 08 10  13 15 B  5   80628 1 1  4.6   89.4   14.0   88.1
 275 14 =Ser 13    8 23 40  10 30 B  4   84880 1 1  4.3  -18.8    2.3   18.7
 276 14 =Ser 14    8 27 00  08 30 B  4b  86263 1 1  3.5   39.2  -14.8   41.5
 277 14 =Ser 15    8 27 50  10 50 B  4   86565 1 1  4.2   41.3   -1.7   40.6
 278 14 =Ser 16    9 03 40  20 00 B  4   88175 1 1  4.6  -32.8    3.4   31.0
 279 14 =Ser 17    9 08 40  21 10 B  4b  89962 1 1  3.2   28.6   -3.0   26.8
