"hip";"lat";"lon"
23875;-27.9083333333333;9.7
23879;-14.4;11
23972;-31.5916666666667;9.66666666666667
23983;-13.1333333333333;11.5583333333333
24244;-34.5666666666667;10.2416666666667
24305;-39.0666666666667;9.81666666666667
24327;-35.9;10.3416666666667
24331;-20.1333333333333;11.9666666666667
24340;15.3583333333333;14.9666666666667
24436;-31.1916666666667;11.2833333333333
24555;-11.75;13.6083333333333
24608;22.8416666666667;16.2666666666667
24674;-29.8833333333333;12.2583333333333
24813;16.9833333333333;16.1
24822;-1.06666666666667;15.0333333333333
24845;-36.2333333333333;12.2333333333333
24873;-35.3;12.45
24879;11.25;16.6583333333333
25044;-23.5333333333333;13.9833333333333
25048;18.575;16.875
25142;-19.6666666666667;14.5666666666667
25247;-31;14.0333333333333
25281;-25.6083333333333;14.625
25282;-24.1;14.75
25292;14.0666666666667;17.15
25302;-21.3833333333333;14.95
25336;-16.8833333333333;15.3833333333333
25428;5.33333333333333;16.9916666666667
25473;-20.1416666666667;15.5666666666667
25539;-1.33333333333333;16.925
25606;-43.9583333333333;14.1083333333333
25813;-17.3666666666667;16.7833333333333
25861;-19.875;16.7666666666667
25923;-30.625;16.3333333333333
25930;-23.6333333333333;16.8416666666667
25984;8.85;18.5666666666667
25985;-41.0916666666667;15.825
26126;-19.6083333333333;17.6666666666667
26176;-13.9;18.1083333333333
26207;-13.4333333333333;18.1916666666667
26220;-28.75;17.4083333333333
26237;-28.1583333333333;17.4666666666667
26241;-29.2833333333333;17.4583333333333
26311;-24.5583333333333;17.9
26366;-14.075;18.5583333333333
26451;-2.23333333333333;19.2
26549;-26.0083333333333;18.65
26563;-30.6333333333333;18.3833333333333
26594;-19.2916666666667;18.9416666666667
26640;2.46666666666667;19.875
26727;-25.3583333333333;19.1083333333333
26885;-21.9666666666667;19.75
27072;-45.825;19.3583333333333
27288;-38.2666666666667;20.4416666666667
27366;-33.1333333333333;20.825
27468;1.1;21.9166666666667
27483;15.7083333333333;22.2083333333333
27639;13.8166666666667;22.5833333333333
27654;-44.3;21.6
27673;15.7166666666667;22.4
27750;-21.65;22.425
27830;4.1;22.9666666666667
27913;-3.20833333333333;23.15
27949;32.25;23.6333333333333
27989;-16.1;23.2
28103;-37.675;23.4583333333333
28237;2.43333333333333;23.9666666666667
28296;-22.95;24.1666666666667
28343;27.45;24.425
28358;30.8333333333333;24.2333333333333
28360;21.4583333333333;25.8666666666667
28380;13.7333333333333;24.4666666666667
28614;-14.85;25.075
28716;-3.35;25.3583333333333
28734;-0.216666666666667;25.3666666666667
28910;-38.4333333333333;26.3666666666667
29038;-8.73333333333333;26.35
29426;-9.25;27.3916666666667
29434;-7.34166666666667;27.3666666666667
29651;-29.5166666666667;28.7333333333333
29655;-0.966666666666667;27.8833333333333
29696;6.06666666666667;27.7833333333333
29704;-7.31666666666667;28.1416666666667
29800;-11.5;28.5083333333333
29997;45.5333333333333;26.25
30060;35.8;27.3166666666667
30122;-51.775;1.11666666666667
30324;-41.3083333333333;1.70833333333333
30343;-0.883333333333333;29.7333333333333
30419;-18.7833333333333;1.13333333333333
30772;-28.0666666666667;2.36666666666667
30867;-29.8166666666667;2.71666666666667
30883;-3.13333333333333;1.23333333333333
31159;-18.4;2.96666666666667
31216;-15.9416666666667;2.96666666666667
31592;-42.2083333333333;6.54166666666667
31681;-6.80833333333333;3.51666666666667
31978;-13.25;4.83333333333333
32246;2.18333333333333;4.36666666666667
32349;-39.5;8.59166666666667
32362;-10.15;5.49166666666667
32439;56.25;27.75
32533;-14.9833333333333;6.6
32578;-20.55;7.24166666666667
32609;30.3666666666667;3
32864;44.1666666666667;0.75
32921;-1.2;6.38333333333333
33018;10.9666666666667;5.53333333333333
33104;45.5333333333333;0.95
33152;-46.6583333333333;12.6083333333333
33160;-34.8333333333333;11.025
33202;-9.68333333333333;7.93333333333333
33345;-36.7166666666667;11.45
33347;-39.5;12.05
33449;34.8166666666667;2.55
33579;-51.4083333333333;15.3583333333333
33694;54.7166666666667;0.166666666666667
33927;1.51666666666667;8.625
33977;-46.1583333333333;15.5083333333333
34045;-38.0416666666667;14.1
34088;-2.10833333333333;9.43333333333333
34444;-48.5;17.9166666666667
34693;7.71666666666667;9.9
34769;-22.7833333333333;14
35350;-5.68333333333333;13.2166666666667
35846;2.93333333333333;13.3
35904;-51.4083333333333;24.1916666666667
36046;5.70833333333333;13.4
36188;-13.5583333333333;16.6583333333333
36284;-12.85;16.8166666666667
36366;9.7;13.4833333333333
36425;-9.76666666666667;16.7083333333333
36429;6.00833333333333;14.1666666666667
36547;59.3;29.9666666666667
36760;-5.86666666666667;17.0416666666667
36850;10.0333333333333;14.6833333333333
36962;5.16666666666667;15.7833333333333
37229;-47.4666666666667;28
37279;-15.95;20.3083333333333
37300;-3.80833333333333;18.1
37391;63.9166666666667;26.5
37629;7.4;17.075
37740;3.05;18.1
37826;6.63333333333333;17.7166666666667
37908;-2.7;19.5083333333333
37921;-10.325;20.9583333333333
38170;-44.975;0.591666666666667
38538;5.73333333333333;19.7
38722;-0.958333333333333;21.4666666666667
39538;56.9166666666667;4.21666666666667
39567;-7.08333333333333;25.0666666666667
39757;-43.3083333333333;5.89166666666667
39780;1.25833333333333;23.9333333333333
39780;1.30833333333333;23.9
39906;-38.5166666666667;4.45
40084;-32.1166666666667;4.10833333333333
40167;-2.30833333333333;25.7583333333333
40526;-10.3166666666667;28.7333333333333
41117;-1.06666666666667;28.2083333333333
41704;40.0416666666667;17.6083333333333
41822;-0.791666666666667;0.158333333333333
41909;1.525;29.8166666666667
42080;44.3666666666667;16.1333333333333
42313;-12.45;4.75833333333333
42402;-14.6166666666667;5.65833333333333
42527;43.925;17.1666666666667
42662;-32.9333333333333;12.4416666666667
42799;-14.275;6.76666666666667
42806;3.13333333333333;1.95
42835;-24.4916666666667;10.025
42911;-0.0666666666666667;3.13333333333333
43067;-30.3;12.8583333333333
43103;10.3833333333333;0.733333333333333
43109;-11.1333333333333;6.8
43234;-11.6;7.375
43813;-11.0166666666667;9.00833333333333
43970;-1.9;6.79166666666667
44066;-5.13333333333333;8.05833333333333
44127;29.2583333333333;25.9333333333333
44248;23.6833333333333;29.7
44390;47.8416666666667;18.4166666666667
44405;7.23333333333333;5.45
44471;28.6333333333333;27.1666666666667
44659;-11.0916666666667;11.8583333333333
44700;20.85;1.95
44798;-5.6;10.6
44857;47.5;19.8166666666667
44901;33.5;27.1166666666667
44946;5.33333333333333;7.60833333333333
45038;47.7416666666667;19.7416666666667
45333;42.5;23.8333333333333
45336;-13.0833333333333;14.6916666666667
45493;36.1;27.4333333333333
45688;20.0833333333333;5
45860;17.9166666666667;6.28333333333333
46146;10.3833333333333;9.69166666666667
46390;-22.4;21.7583333333333
46454;-5.71666666666667;16.025
46509;-16.7666666666667;19.8916666666667
46733;45.05;25.0333333333333
46750;7.86666666666667;12.275
46771;-3.16666666666667;16.1166666666667
46774;-4.8;16.5333333333333
46776;-15;20.1916666666667
46853;34.575;0.541666666666667
46952;20.7;8.16666666666667
46977;51.6083333333333;24.7083333333333
47006;35.6666666666667;1.68333333333333
47193;60.1166666666667;7.9
47401;47.2333333333333;23.9166666666667
47431;-14.2916666666667;22.0666666666667
47452;-26.5583333333333;27.2
47508;-3.78333333333333;18.6666666666667
47723;0.266666666666667;17.9083333333333
47908;9.66666666666667;15.0833333333333
48319;42.6;0.633333333333333
48356;-26.2;0.15
48390;10.7916666666667;16.2166666666667
48402;38.2583333333333;3.64166666666667
48437;-21.6583333333333;29.4333333333333
48455;12.35;15.85
48883;0.00833333333333333;21.725
49029;-3.91666666666667;23.7666666666667
49402;-23.2166666666667;2.8
49583;4.86666666666667;22.3333333333333
49593;21.8833333333333;14.2
49637;-1.425;24.8416666666667
49669;0.441666666666667;24.2833333333333
49809;-22.4916666666667;4.34166666666667
49841;-21.85;3.88333333333333
50333;2.16666666666667;22.4
50335;11.8333333333333;21.9583333333333
50372;29.8583333333333;13.9416666666667
50583;8.78333333333333;23.9833333333333
50801;28.75;15.075
51069;-24.6333333333333;9.525
51233;25.0666666666667;18.9166666666667
51384;62.7666666666667;9.61666666666667
51502;62.0666666666667;10.2333333333333
51624;0.133333333333333;0.8
51685;24.8333333333333;19.95
51808;57.9166666666667;21.6333333333333
51808;58.1333333333333;21.4833333333333
52085;-23.5166666666667;12.6916666666667
52098;21.4666666666667;23.3666666666667
52422;17.6666666666667;26.375
52638;20.7333333333333;26.15
52686;10.2833333333333;0.233333333333333
52689;5.93333333333333;2.1
52911;2.825;4.08333333333333
52943;-21.8083333333333;14.85
53229;24.9666666666667;25.3166666666667
53295;33.0166666666667;21.0333333333333
53417;16.5;29.95
53740;-22.6833333333333;18.2166666666667
53807;-2.48333333333333;9.33333333333333
53824;-0.158333333333333;8.5
53910;45.0583333333333;13.725
53954;12.8833333333333;3.23333333333333
54061;49.6666666666667;9.56666666666667
54182;1.34166666666667;8.96666666666667
54204;-30.5;23.7333333333333
54255;-30.2833333333333;23.8166666666667
54539;35.2333333333333;22.55
54682;-25.6;23.025
54872;14.3333333333333;5.68333333333333
54879;9.69166666666667;7.83333333333333
54951;16.7833333333333;4.90833333333333
55016;7.84166666666667;9.13333333333333
55084;-7.65;15.8833333333333
55203;24.9;1.6
55219;26.2333333333333;0.916666666666667
55282;-17.4166666666667;21.175
55434;1.66666666666667;13.1416666666667
55642;6.11666666666667;11.975
55687;-13.1666666666667;20.45
55705;-19.65;23.7166666666667
55945;-0.55;15.95
56127;-5.68333333333333;18.8333333333333
56211;57.1166666666667;4.625
56633;-11.2833333333333;23.0333333333333
56647;-3.04166666666667;19.45
56802;-14.15;24.9166666666667
57283;-18.1666666666667;28.5
57328;6.10833333333333;17.7333333333333
57380;4.61666666666667;18.55
57399;41.5;28.1666666666667
57565;17.3166666666667;13.3666666666667
57632;12.3;16.05
57757;0.716666666666667;21.5333333333333
58001;47.1083333333333;24.75
58188;-16.0333333333333;0.55
58510;3.375;22.9416666666667
58590;6.16666666666667;21.9666666666667
58948;8.55833333333333;22.1166666666667
59199;-21.7666666666667;6.63333333333333
59316;-19.65;6.13333333333333
59504;63.2833333333333;20.9666666666667
59774;51.6166666666667;25.425
59803;-14.4166666666667;5.21666666666667
59847;23.5;18
60129;1.41666666666667;29.2666666666667
60172;4.99166666666667;27.7583333333333
60189;-18.2333333333333;8.23333333333333
60351;25.85;18.4166666666667
60485;47.9166666666667;3.96666666666667
60514;26.1166666666667;18.8083333333333
60697;27.3916666666667;18.7
60742;28.4166666666667;18.2833333333333
60746;27.3333333333333;18.7666666666667
60904;27.1166666666667;19.3166666666667
60941;24.9333333333333;20.85
60965;-12.1166666666667;7.91666666666667
61071;25.2666666666667;21.1666666666667
61174;-11.4666666666667;8.35833333333333
61281;61.55;10.4333333333333
61317;40.5;12.2666666666667
61359;-17.9833333333333;11.8166666666667
61394;24.0083333333333;22.8666666666667
61740;-3.41666666666667;6.63333333333333
61941;2.83333333333333;4.59166666666667
61960;13.6083333333333;29.8833333333333
61968;10.4333333333333;1.35
62267;11.6166666666667;1.86666666666667
62763;30.2666666666667;24.2833333333333
62956;54.3;3.16666666666667
62985;-3.38333333333333;10.65
63090;8.68333333333333;5.91666666666667
63125;40.1;17.725
63414;2.39166666666667;9.475
63608;16.2583333333333;4.39166666666667
64022;31.7;27.825
64078;-3.225;14.1416666666667
64166;-14.6166666666667;19.4
64238;1.75;12.6166666666667
64394;32.7666666666667;28.975
64407;-7.85;17.2166666666667
64792;16.2333333333333;8.41666666666667
64852;12.675;10.1833333333333
64906;52.4166666666667;16.0333333333333
64924;-9.26666666666667;19.5833333333333
64962;-13.7166666666667;21.4
65378;56.3666666666667;9.94166666666667
65474;-1.98333333333333;18.2666666666667
65550;49;19.0833333333333
65639;-6.26666666666667;20.5916666666667
66006;3.18333333333333;17.975
66098;-0.325;19.7333333333333
66200;12.575;14.7666666666667
66249;8.16666666666667;15.375
66803;1.75833333333333;21.1583333333333
67153;-20.85;0.2
67194;48.1833333333333;25.7
67275;26.55;12.4166666666667
67301;54.4166666666667;21.2
67457;-21.8166666666667;1.45
67459;25.2333333333333;13.6166666666667
67627;65.3;29.2833333333333
67669;-20.2;1.05
67786;-19.1333333333333;0.983333333333333
67927;28.15;13.7
67929;9.675;21.625
68520;13.125;22.1833333333333
68756;66.6;2.175
68940;2.40833333333333;24.7333333333333
69112;70.3;27.3333333333333
69427;2.95833333333333;28.85
69483;58.8833333333333;24.1583333333333
69673;31.0416666666667;18.65
69701;7.30833333333333;28.15
69713;58.85;25.55
69732;54.6666666666667;1.3
69974;0.525;1.36666666666667
70012;11.0416666666667;27.8166666666667
70497;60.0833333333333;26.9916666666667
70692;71.3833333333333;2.9
70755;11.8;29.8583333333333
71053;42.5916666666667;17.2916666666667
71075;49.5583333333333;13.0916666666667
71284;42.1833333333333;18.2666666666667
71762;30.4583333333333;26.225
71795;27.95;27.4416666666667
71957;9.81666666666667;4.5
72105;40.6666666666667;22.4916666666667
72125;31.3666666666667;27.1833333333333
72489;1.91666666666667;8.7
72607;72.8583333333333;7.275
72622;0.433333333333333;9.51666666666667
72659;33.8666666666667;27.8666666666667
73473;8.30833333333333;9.675
73555;54.2583333333333;18.725
73568;40.2416666666667;28.1833333333333
73695;60.6666666666667;11.8166666666667
73714;-7.61666666666667;15.45
73745;42.2666666666667;27.8833333333333
73841;60.95;12.55
73945;1.23333333333333;12.4416666666667
73996;40.525;29.6666666666667
74087;41.9166666666667;29.2666666666667
74392;-1.8;15.2833333333333
74596;45.1;29.575
74666;49.0166666666667;27.4916666666667
74785;8.58333333333333;13.8
75097;75.3916666666667;14.6833333333333
75118;2.975;16.3166666666667
75312;46.8666666666667;1.44166666666667
75379;8.11666666666667;15.7666666666667
75411;53.4583333333333;27.5333333333333
75458;71.0666666666667;29.3666666666667
75695;46.1333333333333;3.61666666666667
76041;57.2583333333333;27.1
76126;2.35;19.45
76127;48.4166666666667;3.175
76267;44.3833333333333;6.64166666666667
76276;28.9666666666667;12.775
76333;4.46666666666667;19.55
76669;54;2.58333333333333
76852;38.2;11.5833333333333
76880;0.0416666666666667;22.1833333333333
76952;44.55;9.24166666666667
77048;50.35;8.03333333333333
77055;75;21.4833333333333
77060;4.06666666666667;21.8083333333333
77070;25.5833333333333;16.5
77233;34.4583333333333;14.3583333333333
77257;26.6083333333333;16.8
77450;37.475;15.1666666666667
77512;44.8666666666667;11.4166666666667
77516;16.4416666666667;20.4416666666667
77622;24.0916666666667;18.775
77661;39.1083333333333;14.4083333333333
77760;60.2583333333333;2.475
77811;0.116666666666667;25.0583333333333
77853;3.55;24.2666666666667
78072;35.4166666666667;17.1083333333333
78104;-8.45833333333333;27.725
78159;46.1583333333333;13.5333333333333
78207;6.16666666666667;24.8
78265;-5.375;27.4166666666667
78401;-1.90833333333333;26.9833333333333
78493;48.4;13.0333333333333
78527;74.1916666666667;12.475
78554;42.6166666666667;16.5333333333333
78592;64.3833333333333;2.71666666666667
78727;9.31666666666667;25.6916666666667
78820;1.08333333333333;27.6
78933;0.233333333333333;28.1166666666667
79043;37.3166666666667;20.1083333333333
79101;63.85;5.95
79374;1.7;29.0583333333333
79375;10.95;27.3166666666667
79404;-6.625;0.775
79593;17.3166666666667;26.7416666666667
79822;77.6416666666667;24.8666666666667
79882;16.5083333333333;27.95
79992;65.9166666666667;8.725
80112;-3.91666666666667;2.18333333333333
80170;40.0916666666667;23.6
80331;78.5333333333333;7.91666666666667
80628;13.3166666666667;0.95
80650;81.075;29.7416666666667
80704;62.4833333333333;16.5333333333333
80763;-4.45;4.21666666666667
80816;42.8;25.4583333333333
80883;23.6583333333333;0.05
80883;23.5666666666667;0.116666666666667
81126;63.2333333333333;17.6583333333333
81266;-5.83333333333333;5.88333333333333
81377;11.5;3.65
81660;81.6833333333333;28.3666666666667
81693;53.175;26.0333333333333
81833;60.375;23.1416666666667
82080;73.8333333333333;3.4
82673;32.5916666666667;4.99166666666667
82860;83.3;28.35
83000;31.9333333333333;6.26666666666667
83207;53.35;2.75833333333333
83608;76.2833333333333;18.9416666666667
83895;84.7666666666667;26.8583333333333
84012;7.3;12.4
84012;7.3;12.4
84345;37.3833333333333;10.5166666666667
84379;47.7833333333333;9.16666666666667
84380;59.6333333333333;6.35833333333333
84606;60.1916666666667;7.31666666666667
84880;10.35;14.8166666666667
84880;10.3;15
84893;2.2;14.3833333333333
84893;2.26666666666667;14.0166666666667
84970;0.333333333333333;16.3833333333333
85112;60.225;9.79166666666667
85207;1.53333333333333;15.7
85340;0.483333333333333;17.2
85379;71.3333333333333;7.09166666666667
85670;75.35;6.325
85693;49.3833333333333;14.3666666666667
85699;69.05;24.5166666666667
85755;0.966666666666667;17.6
85819;78.2583333333333;4.24166666666667
85822;69.8416666666667;25.6
86032;35.95;16.8333333333333
86182;71.225;11.1166666666667
86201;86.8833333333333;6.43333333333333
86263;8.06666666666667;18.95
86263;8.08333333333333;19.0333333333333
86284;15.3166666666667;19.55
86284;15.3;18.75
86284;15.1;19.0833333333333
86414;69.3666666666667;14.2833333333333
86565;10.5833333333333;19.8
86565;10.6666666666667;20.0666666666667
86614;83.075;6.575
86742;28.0166666666667;19.75
86974;51.275;19.6
87108;26.1833333333333;21.0833333333333
87585;80.3583333333333;19.05
87728;83.475;1.46666666666667
87808;60.7833333333333;22.9333333333333
87833;75.0583333333333;22.4
87933;52.7833333333333;23.6333333333333
87998;53.7666666666667;23.95
88048;13.7833333333333;24.225
88149;27.9166666666667;24.5
88175;19.95;24.575
88192;26.3833333333333;24.6333333333333
88290;24.8333333333333;24.8833333333333
88404;15.3333333333333;25.2416666666667
88601;26.1666666666667;25.9666666666667
88771;33.0416666666667;26.5166666666667
88794;52.3166666666667;27.3166666666667
89341;2.45833333333333;27.6916666666667
89908;84.8;5.51666666666667
89962;20.625;0.208333333333333
90156;81.8833333333333;17.0666666666667
90496;-2;0.791666666666667
90905;79.8583333333333;20.5583333333333
91262;61.7916666666667;9.71666666666667
91755;77.95;24.5166666666667
91919;62.45;13.2333333333333
91971;60.4333333333333;12.4333333333333
92041;-3.83333333333333;4.66666666666667
92043;43.5416666666667;9.2
92161;41.0833333333333;9.29166666666667
92405;55.2666666666667;13.0583333333333
92420;56.0833333333333;13.275
92512;80.8916666666667;9.48333333333333
92782;83.0833333333333;15.3
92791;59.4333333333333;16.175
92855;-3.51666666666667;6.85
92862;66.25;19.95
92946;26.9833333333333;10.1666666666667
93085;1.74166666666667;7.94166666666667
93194;55.1;16.1833333333333
93244;37.6666666666667;12.7333333333333
93279;54.525;16.3333333333333
93408;68.8666666666667;24.825
93429;16.95;10.4833333333333
93683;0.983333333333333;9.46666666666667
93747;36.275;14.2583333333333
93805;17.6833333333333;11.7666666666667
93903;58.1;20.8666666666667
94141;1.51666666666667;10.7166666666667
94376;82.8166666666667;12.4416666666667
94481;60.7666666666667;24.5416666666667
94648;80.6333333333333;19.675
94713;59.6833333333333;25.0333333333333
94779;73.8416666666667;9.60833333333333
94820;3.10833333333333;12.7333333333333
95081;81.85;28.55
95168;4.28333333333333;13.9083333333333
95176;6.15833333333333;14.1833333333333
95501;24.9333333333333;18.0166666666667
95771;46.05;23.95
95853;71.5166666666667;12.6583333333333
95947;49.0333333333333;25.7333333333333
96100;80.9;26.7333333333333
96229;28.775;21.275
96441;69.7;13.35
96441;69.5833333333333;13.5166666666667
96441;69.7;13.3
96465;-3.13333333333333;16.4333333333333
96468;20.2416666666667;20.2916666666667
96483;14.4666666666667;19.2833333333333
96665;26.5833333333333;22.2333333333333
96683;50.7;29.3333333333333
96757;38.8833333333333;25.5083333333333
96837;38.3;25.65
96950;5.13333333333333;19.1416666666667
97165;64.4666666666667;10.8833333333333
97278;31.3;25.4333333333333
97290;1.41666666666667;19.4
97365;38.975;27.9166666666667
97433;79.4166666666667;27.7833333333333
97473;31.9833333333333;26.1416666666667
97496;39.5166666666667;28.5166666666667
97649;29.3583333333333;26.15
97675;30.9083333333333;25.55
97679;42.7166666666667;0.216666666666667
97804;21.6333333333333;24.8333333333333
97886;44.0333333333333;1.6
98036;26.825;26.8833333333333
98110;54.3166666666667;7.55
98258;5.2;22.875
98337;39.2166666666667;1.53333333333333
98583;77.525;1.06666666666667
